diagnostic_name,component,tablegen_message,test_reachable,emission_context_available
err_unsupported_placeholder_constraint,Sema,constrained placeholder types other than simple 'auto' on non-type template parameters not supported yet,false,true
err_unsupported_unknown_any_call,Sema,call to unsupported expression with unknown type,false,true
err_unsupported_unknown_any_decl,Sema,"%0 has unknown type, which is not supported for this kind of declaration",false,true
err_unsupported_unknown_any_expr,Sema,unsupported expression with unknown type,false,true
err_unsupported_vendor,InstallAPI,vendor '%0' is not supported: '%1',false,true
err_unterminated___pragma,Lex,missing terminating ')' character,false,true
err_use_continuation_class,Sema,"illegal redeclaration of property in class extension %0 (attribute must be 'readwrite', while its primary must be 'readonly')",true,true
err_use_continuation_class_redeclaration_readwrite,Sema,illegal redeclaration of 'readwrite' property in class extension %0 (perhaps you intended this to be a 'readwrite' redeclaration of a 'readonly' public property?),true,true
err_use_of_default_argument_to_function_declared_later,Sema,use of default argument to function %0 that is declared later in class %1,true,true
err_use_of_empty_using_if_exists,Sema,reference to unresolved using declaration,true,true
err_use_of_unaddressable_function,Sema,taking address of non-addressable standard library function,true,true
err_user_defined_msg_constexpr,Sema,%sub{subst_user_defined_msg}0 must be produced by a constant expression,true,true
err_user_defined_msg_invalid_mem_fn_ret_ty,Sema,%sub{subst_user_defined_msg}0 must have a '%select{size|data}1()' member function returning an object convertible to '%select{std::size_t|const char *}1',false,true
err_user_defined_msg_missing_member_function,Sema,the %select{message|string}0 object in %select{this static assertion|this asm operand}0 is missing %select{a 'size()' member function|a 'data()' member function|'data()' and 'size()' member functions}1,false,true
err_using_attribute_ns_conflict,Parse,attribute with scope specifier cannot follow default scope specifier,false,true
err_using_decl_can_not_refer_to_namespace,Sema,using declaration cannot refer to a namespace,true,true
err_using_decl_conflict,Sema,target of using declaration conflicts with declaration already in scope,true,true
err_using_decl_conflict_reverse,Sema,declaration conflicts with target of using declaration already in scope,true,true
err_using_decl_constructor,Sema,using declaration cannot refer to a constructor,true,true
err_using_decl_friend,Sema,cannot befriend target of using declaration,false,true
err_using_decl_nested_name_specifier_is_not_class,Sema,"using declaration in class refers into %0, which is not a class",true,true
err_using_decl_redeclaration,Sema,redeclaration of using declaration,false,true
err_using_decl_redeclaration_expansion,Sema,using declaration pack expansion at block scope produces multiple values,false,true
err_using_dependent_value_is_type,Sema,dependent using declaration resolved to type without 'typename',true,true
err_using_directive_member_suggest,Sema,no namespace named %0 in %1; did you mean %select{|simply }2%3?,false,true
err_using_enum_decl_redeclaration,Sema,redeclaration of using-enum declaration,false,true
err_using_enum_not_enum,Sema,%0 is not an enumerated type,false,true
err_using_if_exists_on_ctor,Sema,'using_if_exists' attribute cannot be applied to an inheriting constructor,false,true
err_using_pack_expansion_empty,Sema,%select{|member}0 using declaration %1 instantiates to an empty pack,false,true
err_using_typename_non_type,Sema,'typename' keyword used on a non-type,false,true
err_uuidof_with_multiple_guids,Sema,cannot call operator __uuidof on a type with multiple GUIDs,false,true
err_uuidof_without_guid,Sema,cannot call operator __uuidof on a type with no GUID,false,true
err_va_arg_in_device,Sema,CUDA device code does not support va_arg,true,true
err_va_start_captured_stmt,Sema,'va_start' cannot be used in a captured statement,true,true
err_va_start_fixed_function,Sema,'va_start' used in function with fixed args,true,true
err_va_start_used_in_wrong_abi_function,Sema,'va_start' used in %select{System V|Win64}0 ABI function,true,true
err_value_init_for_array_type,Sema,array types cannot be value-initialized,false,true
err_vaopt_paste_at_end,Lex,'##' cannot appear at end of __VA_OPT__ argument,false,true
err_var_partial_spec_redeclared,Sema,variable template partial specialization %0 cannot be redefined,false,true
err_variable_instantiates_to_function,Sema,%select{variable|static data member}0 instantiated with function type %1,true,true
err_variably_modified_new_type,Sema,'new' cannot allocate object of variably modified type %0,false,true
err_variably_modified_nontype_template_param,Sema,non-type template parameter of variably modified type %0,false,true
err_variably_modified_typeid,Sema,'typeid' of variably modified type %0,false,true
err_variadic_device_fn,Sema,CUDA device code does not support variadic functions,false,false
err_vec_builtin_incompatible_vector,Sema,%select{first two|all|last two}1 arguments to %0 must have the same type,false,true
err_vec_masked_load_store_ptr,Sema,%ordinal0 argument must be a %1,true,true
err_vec_masked_load_store_size,Sema,all arguments to %0 must have the same number of elements (was %1 and %2),false,true
err_vecstep_non_scalar_vector_type,Sema,"'vec_step' requires built-in scalar or vector type, %0 invalid",false,true
err_vector_incorrect_bit_count,Sema,"incorrect number of bits in vector operand (expected %select{|a multiple of}0 %1 bits, have %2)",false,true
err_vector_incorrect_num_elements,Sema,"%select{too many|too few}0 elements in vector %select{initialization|operand}3 (expected %1 elements, have %2)",false,true
err_verify_ambiguous_marker,Frontend,reference to marker '%0' is ambiguous,false,true
err_verify_inconsistent_diags,Frontend,%select{|'%1-%2' }0diagnostics %select{with '%2' severity |}0%select{expected|seen}3 but not %select{seen|expected}3: %4,true,true
err_verify_invalid_content,Frontend,invalid expected %0: %1,false,true
err_verify_invalid_no_diags,Frontend,'%0' directive cannot follow %select{'%2' directive|other expected directives}1,false,true
err_verify_invalid_range,Frontend,invalid range following '-' in expected %0,false,true
err_verify_missing_end,Frontend,cannot find end ('%1') of expected %0,false,true
err_verify_missing_file,Frontend,file '%0' could not be located in expected %1,false,true
err_verify_missing_line,Frontend,missing or invalid line number following '@' in expected %0,false,true
err_verify_missing_regex,Frontend,cannot find start of regex ('{{') in %0,false,true
err_verify_missing_start,Frontend,cannot find start ('{{') of expected %0,false,true
err_verify_no_directives,Frontend,no expected directives found: consider use of '%0-no-diagnostics',true,true
err_verify_no_such_marker,Frontend,use of undefined marker '%0',false,true
err_verify_nonconst_addrspace,Frontend,qualifier 'const' is needed for variables in address space '%0',false,true
err_vftable_ambiguous_component,AST,ambiguous vftable component for %0 introduced via covariant thunks; this is an inherent limitation of the ABI,false,true
err_vla_in_coroutine_unsupported,Sema,variable length arrays in a coroutine are not supported,false,true
err_vla_in_sfinae,Sema,variable length array cannot be formed during template argument deduction,false,true
err_vla_unsupported,Sema,variable length arrays are not supported %select{for the current target|in '%1'}0,false,true
err_vm_decl_has_extern_linkage,Sema,variably modified type declaration cannot have 'extern' linkage,false,true
err_vm_decl_in_file_scope,Sema,variably modified type declaration not allowed at file scope,false,true
err_vm_func_decl,Sema,function declaration cannot have variably modified type,true,true
err_void_explicit_object_param,Sema,explicit object parameter cannot have 'void' type,false,true
err_void_param_qualified,Sema,'void' as parameter must not have type qualifiers,true,true
err_volatile_comparison_operator,Sema,defaulted comparison function must not be volatile,false,true
err_vsx_builtin_nonconstant_argument,Sema,"argument %0 to %1 must be a 2-bit unsigned literal (i.e. 0, 1, 2 or 3)",false,true
err_wasm_builtin_arg_must_be_externref_type,Sema,%ordinal0 argument must be an externref,false,true
err_wasm_builtin_arg_must_be_integer_type,Sema,%ordinal0 argument must be an integer,false,true
err_wasm_builtin_arg_must_be_table_type,Sema,%ordinal0 argument must be a WebAssembly table,false,true
